BANK,IFSC,BRANCH,ADDRESS,PHONE
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0011007,PRODDATUR,"D. NO. 3/1151, Y.M.R. COLONY, PRODDATUR",253020
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0011008,MYDUKUR,"KADAPA ROAD, MYDUKURU",232274
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0011009,CUDDAPAH,"D. NO. 6/80, G.R. RAO STREET, KADAPA",241514
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0011010,PRODDATUR,"D. NO. 10/112, BHAGATH SINGH COLONY, PRODDATUR",251581
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0011011,PORUMAMILLA,"D. NO. 13/96-4, B BLOCK, MAHILA MANDALI STREET, PORUMAMILLA",285337
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0011012,PULIVENDLA,"Y.S. RAJAREDDY STREET, PULIVENDULA",286157
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0011013,CUDDAPAH,"D. NO. 20/316, 317, R.K. NAGAR, KADAPA",243129
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0011014,RAJAMPET,"D. NO. 4/225-29, MADRAS ROAD, RAJAMPET",240217
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0011015,RAYACHOTI,"CHITTOOR ROAD, RAYACHOTY",251040
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0011016,SIDDAVATTAM,"RATNASABHAPALLI NAGAR, SIDDAVATAM",272032
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0011017,VEMPALLE,"PULIVENDULA ROAD, NEAR BUSTAND, VEMPALLI",280280
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0011018,CUDDAPAH,"APSARA CIRCLE, MADRAS ROAD, KADAPA",253098
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0011019,PULLAMPET,"MAIN ROAD, NEAR APG BANK, PULLAMPET",257016
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0011020,CHITVEL,"D. NO. 1/248, UPSTAIR, MAIN ROAD, CHITVEL",240199
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0011021,GALIVEEDU,"MAIN ROAD, NEAR POLICE STATION, GALIVEEDU",233066
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0011022,RAYACHOTI,"D. NO. 59/140-2, KAMSALAVEEDI, RAYACHOTY",250203
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0011023,TSUNDUPALLI,"D. NO. 2/550, RAMAGULLAPALLI ROAD, BUSTAND CENTER,  T. SUNDUPALLI",247101
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0011024,DUVVUR,"D. NO. 5/204, MAIN ROAD, DUVVURU",238348
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0012001,ANANTAPUR,"OPP: RAGHUVEERA TOWERS, SUBHASH ROAD, ANANTAPUR",9848780547
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0012002,ANANTAPUR,"1ST ROAD, NEW TOWN, ANANTAPUR",9010234830
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0012003,DHARMAVARAM,"BRAHMIN STREET, NEAR TOWN BANK, DHARMAVARAM",9010234831
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0012004,GOOTY,"D NO.7-740, (UP-STAIRS) OPP: APSRTC BUS-STAND, MAIN ROAD, GOOTY",9010234832
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0012005,GORANTLA,"NEAR RTC BUS-STAND, GORANTLA.",9010234833
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0012006,GUNTAKAL,"ANDHRA BANK STREET, GUNTAKAL.",9010234834
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0012007,HINDUPUR,"RAILWAY STATION ROAD, HINDUPUR",9010234835
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0012008,KADIRI,"D NO.1-36-5-2, COLLEGE ROAD, KADIRI.",9010234836
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0012009,KALYANDURG,"GOVT. JUNIOR COLLEGE ROAD, DCMS COMPOUND, KALYANADURG",9010234837
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0012010,MADAKASIRA,"NEAR SAIBABA TEMPLE, MADAKASIRA",9010234838
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0012011,MUDIGUBBA,"KADIRI MAIN ROAD, MUDIGUBBA",9010234839
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0012012,PAMIDI,"D NO,1/27-95, BEHIND MANASA HOTEL, PAMIDI.",9010234840
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0012013,PENUKONDA,"BEHIND RDO OFFICE, NEAR TELUGU THALLI STATUE, PENUKONDA.",9010234841
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0012014,PUTTAPARTHI,"SATHYA SAI SAHAKARA BHAVAN, SBI STREET ENDING, PUTTAPARTHY.",9010234842
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0012015,RAYADURG,"OPP: SBI, RAYADURG",9010234843
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0012016,TADPATRI,"COLLEGE ROAD, SANJEEVA NAGAR, TADIPATRI, ANANTAPUR DIST.",9010234844
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0012017,TANAKAL,"NEAR SBI, BANK STREET, TANAKAL",9010234845
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0012018,URAVAKONDA,"D NO.7-4-41, A NEAR GRAMA PANCHAYATH, URAVAKONDA.",9010234846
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0012019,YADIKI,"D NO. 7/107/C, VEMULAPADU ROAD, YADIKI.",9010234847
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0012020,ANANTAPUR,"GOOTY ROAD, OLD TOWN, ANANTAPUR",9010234825
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0012021,OBULA DEVARA CHERUVU,"C/O SOCIETY COMPOUND, OBULADEVARA CHERUVU.",8096688463
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0012022,KOTHACHERUVU,"UP-STAIRS, DHARMAVARAM ROAD,KOTHA CHERUVU.",8096688463
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0012023,ATMAKUR,"UP-STAIRS, MAIN ROAD, ATMAKURU",226898
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0012024,GUDIBANDA,"C/O MANDALA PALLI PACS BUILDING, GUDIBANDA.",9705009483
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0012025,ANANTAPUR,"NEAR FLY-OVER, NH-7, RUDRAMPETA CIRCLE, ANANTAPUR",8705009480
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0012026,VAJRAKARUR,"VAJRAKARUR VILLAGE, VAJRAKARUR MANDAL.",9505806007
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0012027,MADHOODI,"MADHOODI VILLAGE, AGALI MANDAL, ANANTAPUR DIST.",9505765007
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0012028,KANEKAL,KANEKAL VILLAGE AND MANDAL,9505754007
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0013001,KURNOOL,"H.NO: 46-1-C, BUDHAWARPETA, KURNOOL.",255730
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0013002,ADONI,"H.NO:21/142-16, OPP:",253377
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0013003,ALLAGADDA,"H.NO: 3/5/69, MAIN BAZAR, ALLAGADDA.",220097
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0013004,ALUR,"H.NO:1-32, BELLARY ROAD, ALUR.",228058
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0013005,ATMAKUR,"H.NO:98-11, JOJI REDDY COMPLEX, GOUD CENTRE, ATMAKUR.",283370
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0013006,BANAGANAPALLI,"H.NO:8/118/A, BANAGANAPALLI",227287
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0013007,DHONE,"H.NO: 12/15 UP-STAIR, VINAYAKA STREET, DHONE",222174
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0013008,GUDUR,"H.NO:13/32-1, NEAR R.T.C BUS STAND, GUDUR.",239040
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0013009,KODUMUR,"OPP: A.P.G. BANK, LADDAGIRI ROAD, KODUMUR",228073
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0013010,KOILKUNTLA,"H.NO: 10-121 / 26 / 6, KOILAKUNTLA",225058
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0013011,KRISHNAGIRI,"H.NO: 79/109, KRISHNA NAGAR, KURNOOL",229219
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0013012,NANDIKOTKUR,"H.NO: 16/38/C/4, NEAR",280358
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0013013,NANDYAL,"H.NO:25/552, SRINIVASA NAGAR, NANDYAL.",242120
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0013014,KURNOOL,"H.NO: 57/9, FORT, KURNOOL.",244119
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0013015,OWK,"H.NO:3/92, MUSLIM STREET, OWK.",238674
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0013016,PANYAM,"H.NO: 9/23, PANYAM.",275042
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0013017,PATTIKONDA,"H.NO:17/68, OPP:M.D.O. OFFICE, GOOTY ROAD, PATHIKONDA.",226053
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0013018,SIRVEL,"SIRIVELLA METTA, OPP: S.B.I., SIRIVELLA.",236321
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0013019,VELGODU,"H.NO: 547/A, NEAR R.T.C BUS STAND, VELUGODU",235023
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0013020,YEMMIGANUR,"UTY BUILDING, NEAR GEETHA MANDIR, YEMMIGANUR.",255073
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0013021,BETHAMCHERLA,DOOR NO 229 14 BESIDES STATE BANK OF INDIA BETHAMCHERLA 518599,276140
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0013022,NOONEPALLI,H NO 28 8406 13 OPP SYUMPHONY HEIGHTS BESIDES KHALEEL SIDDIQUI SCHOOL NGOS COLONY NANDYAL 518002,240440
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0013023,"THE DIST. CO-OPERATIVE CENTRAL BANK LTD.,KURNOOL - UPPALAPADU","D.NO.3-7,PEDDABAZAR,UPPALAPADU (V),OWK(M),KURNOOL- 518122",8860226898
ANDHRA PRAGATHI GRAMEENA BANK,APGB0000001,RTGS-HO,"POST BOX 65, OPP OFFICERS' CLUB, KADAPA",222018
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001000,ANANTAPURAM RO,"ANDHRA PRAGATHI GRAMEENA BANK,REGIONAL OFFICE,OPP ZILLA PARISHAD OFFICE,DR.AMBEDKAR ROAD,ANANTAPURAM-515001",9490158012
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001001,LEPAKSHI,LEPAKSHI-515331 LEPAKSHI MANDAL ANANTAPUR DISTRICT,240475
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001002,ANANTAPUR  MAIN BRANCH,"ANANTAPUR  MAIN BRANCH  B.S.N. COMPLEX, RAJU ROAD,  ANANTAPUR,  ANANTAPUR DISTRICT. PIN 515001",221022
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001003,MUDDINAYANIPALLI,MUDDINAYANIPALLI-515761 KALYANADURG MANDAL ANANTAPUR DISTRICT,200622
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001004,NUTHIMADUGU,NUTHIMADUGU-515787 KAMBADUR MANDAL ANANTAPUR DISTRICT,200633
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001005,MARALA,MARALA-515159 BUKKAPATNAM MANDAL ANANTAPUR DISTRICT,283620
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001006,A.KONDAPURAM,"A.KONDAPURAM, ARAKATIVEMULA (POST), PUTLUR (MANDAL),ANANTAPUR (DIST)- 515445",9490158190
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001007,PAMIDI,PAMIDI-515775 PAMIDI MANDAL ANANTAPUR DISTRICT,245088
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001008,KALASAMUDRAM,KALASAMUDRAM-515591 KADIRI MANDAL ANANTAPUR DISTRICT,251364
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001009,RAYALACHERUVU,RAYALACHERVU-515455 YADIKI MANDAL ANANTAPUR DISTRICT,277550
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001010,KODIKONDA,KODIKONDA-515601 CHILAMATHUR MANDAL ANANTAPUR DISTRICT,243731
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001011,ROLLA,ROLLA-515321 ROLLA MANDAL ANANTAPUR DISTRICT,289126
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001012,GUGUDU,GUGUDU-515435 NARPALA MANDAL ANANTAPUR DISTRICT,283913
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001013,RAMAPURAM(A),RAMAPURAM (A)- 515672 BATHALAPALLI MANDAL ANANTAPUR DISTRICT,201814
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001014,NALLAMADA,NALLAMADA-515591 NALLAMADA MANDAL ANANTAPUR DISTRICT,257508
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001015,OBULA DEVARA CHERUVU,OBULA DEVARA CHERUVU-515561 OBULA DEVARA CHERUVU MANDAL ANANTAPUR DISTRICT,258842
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001016,SHETTUR,SHETTUR-515767 SHETTUR MANDAL ANANTAPUR DISTRICT,283553
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001017,D.HIREHAL,D.HIREHAL-515872 D.HIREHAL MANDAL ANANTAPUR DISTRICT,238432
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001018,GUMMAGATTA,GUMMAGATTA-515865 GUMMAGATTA MANDAL ANANTAPUR DISTRICT,236708
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001019,SOMALAPURAM,SOMALAPURAM-515865 D.HIREHAL MANDAL ANANTAPUR DISTRICT,255855
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001020,PEDABALLI,PEDABALLI-515231 PUTTAPARTHY MANDAL ANANTAPUR DISTRICT,238927
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001021,GANDLAPENTA,GANDLAPENTA-515520 GANDLAPENTA MANDAL ANANTAPUR DISTRICT,254342
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001022,NAMBULA POOLAKUNTA,NAMBULA POOLA KUNTA-515521 NAMBULA POOLA KUNTA MANDAL ANANTAPUR DISTRICT,259544
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001023,PAMUTHURTHI,PAMUDURTHY-515154 BUKKAPATNAM MANDAL ANANTAPUR DISTRICT,243446
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001024,PERUR,PERUR-515621 RAMAGIRI MANDAL ANANTAPUR DISTRICT,269644
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001025,GUNTAKAL,"GUNTAKAL-515801 MANDY BAZAR, GUNTAKAL MANDAL ANANTAPUR DISTRICT",226071
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001026,PEDDA PAPPUR,PEDDAPAPPUR-515447 PEDDAPAPPUR MANDAL ANANTAPUR DISTRICT,282020
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001027,PUTLUR,PUTLUR-515414 PUTLUR MANDAL ANANTAPUR DISTRICT,276113
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001028,N.S.GATE,N.S. GATE-515621 RAMAGIRI MANDAL ANANTAPUR DISTRICT,202397
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001029,DHARMAVARAM,"DHARMAVARAM-515671, SLV MARKET, DHARMAVARAM MANDAL ANANTAPUR DISTRICT",Testing
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001030,KALYANDURG,"KALYANADURG-515761 MUDIGAL ROAD, KALYANADURG MANDAL ANANTAPUR DISTRICT",220039
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001031,RAYADURG,RAYADURG-515865 RAYADURG MANDAL ANANTAPUR DISTRICT,252108
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001032,KADIRI - MAIN BRANCH,"KADIRI-515591, BY-PASS ROAD, KADIRI MANDAL ANANTAPUR DISTRICT",224032
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001033,KANUMUKKALA,KANUMUKKALA-515652 CHENNE KOTHAPALLI MANDAL ANANTAPUR DISTRICT,247287
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001034,THIMMAPURAM,THIMMAPURAM (A)-515611 KAMBADUR MANDAL ANANTAPUR DISTRICT,200048
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001035,PUTTAPARTHI,"PUTTAPARTHY  *  -515134 PUTTAPARTHY MANDAL, ANANTAPUR DISTRICT",287251
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001036,BHOOPASAMUDRAM,BHOOPASAMUDRAM-515865 GUMMAGATTA MANDAL ANANTAPUR DISTRICT,255411
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001037,PATHAKOTHACHERUVU,PATHA KOTHA CHERUVU -515401 GUNTAKAL MANDAL ANANTAPUR DISTRICT,200352
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001038,CHEEMALAVAGUPALLI,CHEEMALAVAGUPALLI-515408 PEDDAPAPPUR MANDAL ANANTAPUR DISTRICT,
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001039,BANDAMEEDAPALLI,BANDAMEEDAPALLI-515641 RAPTHADU MANDAL ANANTAPUR DISTRICT,260634
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001040,NALLAGUTLAPALLI,NALLAGUTLAPALLI-515571 TANAKAL MANDAL ANANTAPUR DISTRICT,200097
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001041,TALPULA,TALUPULA-515581 TALUPULA MANDAL ANANTAPUR DISTRICT,250838
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001042,MADAKASIRA,MADAKASIRA-515301 MADAKASIRA MANDAL ANANTAPUR DISTRICT,Testing
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001043,GORANTLA,GORANTLA-515231 GORANTLA MANDAL ANANTAPUR DISTRICT,235462
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001044,TALAMARLA,TALAMARLA-515133 KOTHACHERVU MANDAL ANANTAPUR DISTRICT,246430
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001045,GOWNIVARIPALLI,GOWNIVARIPALLI-515231 GORANTLA MANDAL ANANTAPUR DISTRICT,204299
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001046,NEELAKANTAPURAM,NEELAKANTAPURAM-515291 MADAKASIRA MANDAL ANANTAPUR DISTRICT,289344
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001047,NALLACHERUVU,NALLACHERUVU-515551 NALLACHERUVU MANDAL ANANTAPUR DISTRICT,253327
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001048,HEMAVATHI,HEMAVATHI-515286 AMARAPURAM MANDAL ANANTAPUR DISTRICT,262223
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001049,GARLADINNE,GARLADINNE (A)-515731 GARLADINNE MANDAL ANANTAPUR DISTRICT,286479
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001050,BATHALAPALLI,BATHALAPALLI-515661 BATHALAPALLI MANDAL ANANTAPUR DISTRICT,242366
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001051,THAGGUPARTHI,THAGGUPARTHY-515741 BELUGUPPA MANDAL ANANTAPUR DISTRICT,201259
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001052,B.PAPPUR,B. PAPPUR-515435 NARPALA MANDAL ANANTAPUR DISTRICT,201221
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001053,DADITHOTA,DADITHOTA-515631 TADIMARRI MANDAL ANANTAPUR DISTRICT,237267
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001054,DURADAKUNTA,DURADAKUNTA-515787 KALYANADURG MANDAL ANANTAPUR DISTRICT,289866
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001055,BUDILI,BUDILI-515241 GORANTLA MANDAL ANANTAPUR DISTRICT,246119
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001056,AMADAGURU,AMADAGURU-515566 AMADAGURU MANDAL ANANTAPUR DISTRICT,243642
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001057,TARIMALA,TARIMELA-515611 SINGANAMALA MANDAL ANANTAPUR DISTRICT,285817
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001058,GANDLAPARTHI,GANDLAPARTHY-515641 RAPTHADU MANDAL ANANTAPUR DISTRICT,260252
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001059,KUDAIR,KUDAIR-515711 KUDAIR MANDAL ANANTAPUR DISTRICT,258557
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001060,RAKETLA,RAKETLA-515812 URAVAKONDA MANDAL ANANTAPUR DISTRICT,200033
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001061,UDDEHAL,UDDEHAL-515871 BOMMANAHAL MANDAL ANANTAPUR DISTRICT,239043
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001062,PALTHUR,PALTHUR-515870 VIDAPANAKAL MANDAL ANANTAPUR DISTRICT,258011
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001063,KANAGANAPALLI,KANAGANIPALLI-515641 KANAGANIPALLI MANDAL  ANANTAPUR DISTRICT,248307
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001064,B.KOTHAPALLI,B. KOTHAPALLI-515581 TALUPULA MANDAL ANANTAPUR DISTRICT,247003
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001065,URAVAKONDA,URAVAKONDA-515812 URAVAKONDA MANDAL ANANTAPUR DISTRICT,257002
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001066,PEDDAMANTHUR,PEDDAMANTHUR-515124 RODDAM MANDAL ANANTAPUR DISTRICT,202106
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001067,EDDULAPALLI,EDDULAPALLI-515775 PAMIDI MANDAL ANANTAPUR DISTRICT,244654
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001068,GADEKAL,GADEKAL-515801 VIDAPANAKAL MANDAL ANANTAPUR DISTRICT,258711
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001069,JELLIPALLI,JELLIPALLI-515711 KUDAIR MANDAL ANANTAPUR DISTRICT,200245
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001070,ANANTPUR -AMBEDKAR ROAD BRANCH,"AMBEDKAR ROAD  BRANCH OPP: Z.P.OFFICE,DR.AMBEDKAR  ROAD,  ANANTAPUR. PIN ┬û515001",249142
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001071,ANANTAPUR-PTC BRANCH,"ANANTAPUR *  POLICE TRAINING COLLEGE BR. OPP.POLICE TRAINING COLLEGE,, ANANTAPUR,  ANANTAPUR DISTRICT  PIN  515001",270922
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001072,NARPALA,"NARPALA, NARPALA (MANDAL), ANANTAPUR (DIST) - 515435",254636
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001073,PENUKONDA,PENUKONDA-515110 PENUKONDA MANDAL  ANANTAPUR DISTRICT,221169
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001074,MUDIGUBBA,MUDIGUBBA-515511 MUDIGUBBA MANDAL ANANTAPUR DISTRICT,256836
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001075,GOOTY,"GOOTY-515455 OPP: RTC BUS STAND, GOOTY MANDAL, ANANTAPUR DISTRICT",251936
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001076,HINDUPUR,"HINDUPUR-515201 PENUKONDA ROAD, HINDUPUR MANDAL ANANTAPUR DISTRICT",227047
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001077,TADPATRI,TADIPATRI-515411 TADIPATRI MANDAL ANANTAPUR DISTRICT,227645
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001078,KOTHACHERUVU,"KOTHACHERUVU-515133 PUTTAPARTHI ROAD, KOTHACHERUVU MANDAL ANANTAPUR DISTRICT",280188
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001079,AGALI,"AGALI-515311 MAIN ROAD, NEAR WATER TANK,  AGALI MANDAL ANANTAPUR DISTRICT",284968
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001080,KANEKAL,"KANEKAL-515871 MAIN ROAD,  KANEKAL MANDAL ANANTAPUR DISTRICT",257646
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001081,"MARUTHI-NAGAR BRANCH,ANANTAPUR","ANANTAPUR  MARUTHINAGAR BRANCH, DWARAKAMAYI TOWERS,  RAMA NAGAR MAIN ROAD,  ANANTAPUR, ANANTAPUR DISTRICT. PIN  515001",243116
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001082,"NIRMALA CONVENT, REVENUE COLONY, ANANTAPUR",NIRMALA CONVENT-ANANTAPUR-515 001 REVENUE COLONY ANANTAPUR DISTRICT,244030
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001083,"SAI JR. COLLEGE, TARAKNADH NGR, ANANTAPUR",SAI JUNIOR COLLEGE-ANANTAPUR-515 001 TARAKNATH NAGAR ANANTAPUR DISTRICT,272154
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001084,"MEDICAL COLLEGE, GOVT. GEN. HOSP., ANANTAPUR",MEDICAL COLLEGE-ANATAPUR-515 001 GOVERNMENT GENERAL HOSPITAL ANANTAPUR.,240252
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001085,MAMILLAPALLI,"MAMILLAPALLI, MUKTHAPURAM (POST), KANAGANIPALLI (MANDAL), ANANTAPUR (DIST) - 515641",201199
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001086,REKKAMANU,"REKKAMANU, GANDLAPENTA (MANDAL), ANANTAPUR (DIST) - 515521",264666
ANDHRA PRAGATHI GRAMEENA BANK,APGB0001087,PEDDAVADUGUR,"D.NO.4/11-B, PEDDAVADUGUR  VIL & MANDAL, ANANTAPUR DISTRICT, PIN-515 405",243960
